id,genres
16934,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
10324,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
78406,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
55731,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
32119,"[{'id': 18, 'name': 'Drama'}]"
11066,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
11104,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
37975,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
2074,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
27793,"[{'id': 14, 'name': 'Fantasy'}]"
44284,"[{'id': 18, 'name': 'Drama'}]"
290157,[]
110972,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
32622,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
73067,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]"
11863,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]"
55475,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
124636,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]"
9101,"[{'id': 35, 'name': 'Comedy'}]"
123360,"[{'id': 99, 'name': 'Documentary'}]"
5757,"[{'id': 35, 'name': 'Comedy'}]"
39428,"[{'id': 18, 'name': 'Drama'}]"
124639,[]
9302,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
11000,"[{'id': 35, 'name': 'Comedy'}]"
249882,"[{'id': 18, 'name': 'Drama'}]"
16388,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
9737,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
30765,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
10474,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
22279,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
30157,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
568,"[{'id': 18, 'name': 'Drama'}]"
11780,"[{'id': 12, 'name': 'Adventure'}]"
34996,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]"
414,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]"
649,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
1873,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
5894,"[{'id': 35, 'name': 'Comedy'}]"
1775,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
8839,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
20649,"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
10329,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
8963,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
26564,"[{'id': 99, 'name': 'Documentary'}]"
8068,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]"
8512,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
1572,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
13552,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
259209,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
6520,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
9073,"[{'id': 12, 'name': 'Adventure'}]"
10428,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
17447,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
9886,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
9482,"[{'id': 878, 'name': 'Science Fiction'}]"
19326,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
9344,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
9071,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
8973,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
15730,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
47608,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]"
2293,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
9070,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
68274,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
48787,"[{'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}]"
34574,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
1642,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]"
11472,"[{'id': 35, 'name': 'Comedy'}]"
36196,"[{'id': 35, 'name': 'Comedy'}]"
11980,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
58372,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
32646,"[{'id': 18, 'name': 'Drama'}]"
10533,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]"
10802,"[{'id': 18, 'name': 'Drama'}]"
10149,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
18402,"[{'id': 35, 'name': 'Comedy'}]"
9348,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]"
139408,"[{'id': 18, 'name': 'Drama'}]"
281,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
5967,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
79593,"[{'id': 53, 'name': 'Thriller'}]"
47939,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"
36834,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
9090,"[{'id': 35, 'name': 'Comedy'}]"
3512,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
52856,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
77350,"[{'id': 99, 'name': 'Documentary'}]"
9560,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
9804,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]"
31611,"[{'id': 18, 'name': 'Drama'}]"
65796,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]"
49805,"[{'id': 18, 'name': 'Drama'}]"
26258,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]"
50797,"[{'id': 18, 'name': 'Drama'}]"
19155,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
76,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
11017,"[{'id': 35, 'name': 'Comedy'}]"
37141,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
9382,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
6715,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
18256,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]"
22625,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]"
2292,"[{'id': 35, 'name': 'Comedy'}]"
1909,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
8984,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]"
61813,"[{'id': 53, 'name': 'Thriller'}]"
4954,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]"
62488,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]"
10531,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"
11929,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
8467,"[{'id': 35, 'name': 'Comedy'}]"
10451,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
20156,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
18395,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]"
522,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
397,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
10525,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
27985,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
15789,"[{'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]"
27303,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
21183,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
10954,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]"
47867,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
43475,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]"
72031,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
14275,"[{'id': 99, 'name': 'Documentary'}]"
1024,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"
17207,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
13701,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]"
14819,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]"
32631,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
11777,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
628,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]"
87729,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
18713,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
6280,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]"
9061,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
37108,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]"
6071,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
11,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]"
9587,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
19101,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
49980,"[{'id': 18, 'name': 'Drama'}]"
