id,ID,NAME
29242,221544.0,The Mummy (Universal Series)
29243,221544.0,The Mummy (Universal Series)
31498,221544.0,The Mummy (Universal Series)
29239,221544.0,The Mummy (Universal Series)
1924,8537.0,Superman Collection
8536,8537.0,Superman Collection
9531,8537.0,Superman Collection
11411,8537.0,Superman Collection
138,221539.0,Dracula (Universal Series)
30793,221539.0,Dracula (Universal Series)
3103,218406.0,Frankenstein (Universal Series)
3035,218406.0,Frankenstein (Universal Series)
3077,218406.0,Frankenstein (Universal Series)
3074,218406.0,Frankenstein (Universal Series)
3076,259027.0,The Wolf Man (Universal Series)
3079,123720.0,Frankenstein (Hammer Series)
32023,221539.0,Dracula (Universal Series)
13666,259027.0,The Wolf Man (Universal Series)
29794,174218.0,The Howling Collection
36685,,
17918,87228.0,Swamp Thing Collection
817,1006.0,Austin Powers Collection
37135,106768.0,Tarzan (Animation) Collection
2105,2806.0,American Pie Collection
10239,104068.0,Tales of the Four Seasons
10208,256377.0,The Muppet Collection
2667,64750.0,Blair Witch Collection
9825,,
620,2980.0,Ghostbusters Collection
2978,2980.0,Ghostbusters Collection
332,237445.0,Inspector Gadget Collection
147,185682.0,The Adventures of Antoine Doinel
9710,135502.0,Allan Quatermain Collection
10766,10919.0,The Omen Collection
10768,10919.0,The Omen Collection
813,91663.0,Airplane Collection
2665,91663.0,Airplane Collection
11418,,
11153,,
11077,180854.0,Problem Child Collection
28597,180854.0,Problem Child Collection
850,201873.0,A Christmas Story Collection
10366,10713.0,Universal Soldier Collection
9349,10713.0,Universal Soldier Collection
11037,,
11955,,
2038,,
28737,,
91893,,
11601,,
11797,98168.0,Fright Night Collection
18086,98168.0,Fright Night Collection
10975,146136.0,Armour of God Collection
10974,146136.0,Armour of God Collection
9638,47770.0,Phantasm Collection
10576,119674.0,Psycho Collection
12662,119674.0,Psycho Collection
11230,12203.0,Drunken Master Collection
1654,124492.0,The Dirty Dozen Collection
658,645.0,James Bond Collection
657,645.0,James Bond Collection
646,645.0,James Bond Collection
5689,59586.0,The Blue Lagoon collection
391,48317.0,The Man With No Name Collection
772,9888.0,Home Alone Collection
65448,,
65452,,
29064,,
10496,,
16162,,
15247,89188.0,Harry Palmer Collection
29251,391047.0,On Any Sunday Collection
5548,5547.0,RoboCop Collection
5549,5547.0,RoboCop Collection
699,645.0,James Bond Collection
709,645.0,James Bond Collection
253,645.0,James Bond Collection
660,645.0,James Bond Collection
11377,248339.0,House on Haunted Hill Collection
18111,98036.0,Re-Animator Collection
16281,107725.0,Creepshow Collection
16288,107725.0,Creepshow Collection
1694,98036.0,Re-Animator Collection
24831,,
37853,,
14035,,
40771,,
40772,,
40773,,
10228,34055.0,Pokémon Collection
11663,,
9264,48188.0,Poison Ivy Collection
18222,48188.0,Poison Ivy Collection
20565,,
36643,645.0,James Bond Collection
863,10194.0,Toy Story Collection
32669,359005.0,The Jake Gittes Collection
10402,95664.0,Deuce Bigalow Collection
25188,,
15515,,
10137,99727.0,Stuart Little Collection
49948,55427.0,Fantasia Collection
10471,43563.0,Friday Collection
14919,421904.0,Batman (DC Universe Animated) Collection
2005,103573.0,Sister Act Collection
6279,103573.0,Sister Act Collection
8872,,
8873,,
9869,192492.0,The Jack Ryan Collection
9367,9649.0,Mexico Trilogy
16562,,
4234,2602.0,Scream Collection
9605,,
8374,87186.0,The Boondock Saints Collection
25934,,
2787,2794.0,The Chronicles of Riddick Collection
2069,103577.0,The Whole Nine/Ten Yards Collection
10839,93568.0,Cross of Iron Collection
838,124950.0,American Graffiti Collection
11176,256377.0,The Muppet Collection
11899,256377.0,The Muppet Collection
9532,8864.0,Final Destination Collection
13939,14377.0,Death Wish Collection
14373,14377.0,Death Wish Collection
24873,14377.0,Death Wish Collection
26263,14377.0,Death Wish Collection
34746,14377.0,Death Wish Collection
1498,1582.0,Teenage Mutant Ninja Turtles (Original) Collection
1497,1582.0,Teenage Mutant Ninja Turtles (Original) Collection
1499,1582.0,Teenage Mutant Ninja Turtles (Original) Collection
11690,36694.0,Bloodsport Collection
11520,119050.0,Grumpy Old Men Collection
990,,
11478,,
11356,221966.0,The Odd Couple Collection
17339,366826.0,Navarone Collection
26879,,
13665,170754.0,Arthur Collection
12309,466318.0,Bachelor Party Collection
106,399.0,Predator Collection
1359,86105.0,American Psycho Collection
10557,159616.0,East is East Collection
11977,104847.0,Caddyshack Collection
9456,9436.0,The Crow Collection
889,351684.0,The Flintstones (Live-Action) Collection
452,498.0,Heart of Gold Collection
39283,256484.0,Carnosaur Collection
65460,256484.0,Carnosaur Collection
55667,256484.0,Carnosaur Collection
12476,,
16395,127280.0,The Three Mothers Collection
5608,,
10560,246839.0,Center Stage Collection
5683,,
14906,,
9285,96679.0,Road Trip Collection
955,87359.0,Mission: Impossible Collection
8584,59567.0,Shanghai Noon Collection
668,645.0,James Bond Collection
691,645.0,James Bond Collection
698,645.0,James Bond Collection
682,645.0,James Bond Collection
9600,,
21,252313.0,The Endless Summer Collection
10911,366826.0,Navarone Collection
26912,,
26278,,
26953,107949.0,Puppet Master Collection
26954,107949.0,Puppet Master Collection
26956,107949.0,Puppet Master Collection
26957,107949.0,Puppet Master Collection
26958,107949.0,Puppet Master Collection
26959,107949.0,Puppet Master Collection
26960,107949.0,Puppet Master Collection
23069,,
21299,,
38802,,
21137,157671.0,The Decline of Western Civilization Collection
36724,157671.0,The Decline of Western Civilization Collection
938,48317.0,The Man With No Name Collection
10648,10456.0,Dirty Harry Collection
10246,,
19698,,
23919,,
26554,,
15239,,
28165,,
28169,,
169,399.0,Predator Collection
10128,174245.0,Alien Nation Collection
9659,8945.0,Mad Max Collection
8810,8945.0,Mad Max Collection
9355,8945.0,Mad Max Collection
10068,121195.0,9½ Weeks Collection
11495,207447.0,Firestarter Collection
482,495.0,Shaft Collection
479,495.0,Shaft Collection
9873,171439.0,F/X Collection
16820,171439.0,F/X Collection
15379,46512.0,Missing in Action Collection
12764,46512.0,Missing in Action Collection
27352,46512.0,Missing in Action Collection
17897,,
16094,,
16096,,
11822,,
494,495.0,Shaft Collection
493,495.0,Shaft Collection
4247,4246.0,Scary Movie Collection
36657,748.0,X-Men Collection
12599,34055.0,Pokémon Collection
11940,,
12107,86028.0,The Nutty Professor Collection
9383,166376.0,Hollow Man Collection
15158,47770.0,Phantasm Collection
16139,47770.0,Phantasm Collection
16146,47770.0,Phantasm Collection
26515,,
13567,,
20850,123249.0,"Ilsa, She Wolf of the SS Collection"
8843,223564.0,The Cell Collection
10643,374512.0,Godzilla (Millennium) Collection
37136,37139.0,Naked Gun Collection
37137,37139.0,Naked Gun Collection
11398,25410.0,The Art of War Collection
1588,430186.0,Bring It On Collection
12211,8050.0,Highlander Collection
1698,,
12212,52760.0,Urban Legend
16,498.0,Heart of Gold Collection
9003,8917.0,Hellraiser Collection
9064,8917.0,Hellraiser Collection
11569,8917.0,Hellraiser Collection
26484,,
39113,,
38126,123213.0,The Fly (1958 series)
53617,,
10973,221537.0,Creature From The Black Lagoon (Universal Series)
10787,259401.0,The Invisible Man (Universal Series)
27475,138971.0,The Slumber Party Massacre Collection
27764,138971.0,The Slumber Party Massacre Collection
27767,138971.0,The Slumber Party Massacre Collection
40760,138974.0,The Sorority House Massacre Collection
40446,138974.0,The Sorority House Massacre Collection
20455,39244.0,Digimon Collection
1597,51509.0,Meet the Parents Collection
21142,,
78140,,
18498,44913.0,Ghoulies Collection
28605,44913.0,Ghoulies Collection
12207,12203.0,Drunken Master Collection
11531,64750.0,Blair Witch Collection
4327,,
681,645.0,James Bond Collection
16340,57129.0,Rugrats Collection
10481,124916.0,101 Dalmatians (Live-Action) Collection
146,290973.0,"Crouching Tiger, Hidden Dragon Collection"
11849,106498.0,Dungeons & Dragons Collection
708,645.0,James Bond Collection
10673,52783.0,Wall Street Collection
11688,,
1493,93220.0,Miss Congeniality Collection
10577,115822.0,Dracula 2000 Collection
15739,,
9816,,
96,85861.0,Beverly Hills Cop Collection
90,85861.0,Beverly Hills Cop Collection
19933,,
18935,330555.0,Ernest Collection
764,1960.0,Evil Dead Collection
580,2366.0,The Jaws Collection
1547,109076.0,Lost Boys Collection
10019,124951.0,Mannequin Collection
37302,109082.0,Left Behind Collection
843,,
9740,9743.0,The Hannibal Lecter Anthology
19405,421084.0,Disneys Große Pause
43332,,
17965,116847.0,Dr. Phibes Collection
11454,9743.0,The Hannibal Lecter Anthology
14052,,
16889,,
23730,,
10054,86486.0,Spy Kids Collection
2043,142680.0,Alex Cross Collection
56715,52888.0,The Visitors Collection
10991,34055.0,Pokémon Collection
634,8936.0,Bridget Jones Collection
10956,353325.0,Joe Dirt Collection
9290,9332.0,Crocodile Dundee Collection
1734,1733.0,The Mummy Collection
808,2150.0,Shrek Collection
1406,150156.0,City Slickers Collection
41050,441439.0,Alienation Trilogy
966,110021.0,The Magnificent Seven Collection
12639,110021.0,The Magnificent Seven Collection
10865,100965.0,Atlantis Collection
1995,2467.0,Tomb Raider Collection
10808,3169.0,Dr. Dolittle Collection
9799,9485.0,The Fast and the Furious Collection
60670,3963.0,The Crimson Rivers Collection
10992,87014.0,Cats & Dogs Collection
4248,4246.0,Scary Movie Collection
26483,,
24382,421566.0,Totò Collection
11286,101688.0,Cannonball Run Collection
11950,101688.0,Cannonball Run Collection
12236,101688.0,Cannonball Run Collection
26573,,
20075,33071.0,Cheech & Chong Collection
20197,33071.0,Cheech & Chong Collection
11906,127280.0,The Three Mothers Collection
2114,140760.0,Final Fantasy Collection
8835,86024.0,Legally Blonde Collection
26044,170754.0,Arthur Collection
30502,,
18509,104847.0,Caddyshack Collection
3980,10893.0,Critters Collection
10127,10893.0,Critters Collection
12702,10893.0,Critters Collection
10651,10456.0,Dirty Harry Collection
5680,182617.0,Elvira Collection
26386,330555.0,Ernest Collection
38500,174218.0,The Howling Collection
12144,19163.0,The Land Before Time Collection
24929,101471.0,Return of the Living Dead Collection
10925,101471.0,Return of the Living Dead Collection
13965,,
24266,,
11966,86347.0,Short Circuit Collection
2605,86347.0,Short Circuit Collection
41428,182923.0,Tetsuo Collection
29095,,
12500,91945.0,American Ninja Collection
25678,91945.0,American Ninja Collection
25682,91945.0,American Ninja Collection
32049,153948.0,Best of the Best Collection
1648,,
53150,,
10134,98853.0,Cyborg Collection
15142,,
25005,,
21721,,
10345,88735.0,K-9 Collection
10222,,
9494,,
9942,97771.0,Major League Collection
331,328.0,Jurassic Park Collection
19142,87228.0,Swamp Thing Collection
41946,,
10135,,
30666,,
25155,,
11342,87536.0,Warlock Collection
24126,87536.0,Warlock Collection
8494,,
27813,104716.0,Basket Case Collection
9880,107674.0,The Princess Diaries Collection
5175,90863.0,Rush Hour Collection
4484,,
11684,,
17169,168182.0,Philo & Clyde Collection
2770,2806.0,American Pie Collection
8922,94899.0,Jeepers Creepers Collection
16314,,
18885,,
40508,,
30379,,
35200,,
9398,352789.0,Zoolander Collection
10866,166378.0,Joy Ride Collection
166,41649.0,The Party Collection
13612,33071.0,Cheech & Chong Collection
984,10456.0,Dirty Harry Collection
141,178106.0,Darko Collection
585,137696.0,"Monsters, Inc. Collection"
45964,,
671,1241.0,Harry Potter Collection
16085,,
16441,106000.0,Beastmaster Collection
34388,89188.0,Harry Palmer Collection
37835,284024.0,The Exterminator Collection
26398,211753.0,Caprona Collection
10649,10456.0,Dirty Harry Collection
27591,211753.0,Caprona Collection
10650,10456.0,Dirty Harry Collection
8007,98513.0,Behind Enemy Lines Collection
161,,
1649,,
120,119.0,The Lord of the Rings Collection
12593,476056.0,Fritz the Cat Collection
14683,476056.0,Fritz the Cat Collection
45491,,
11595,93295.0,48 Hrs. Collection
9610,43055.0,Conan the Barbarian Collection
150,93295.0,48 Hrs. Collection
11528,,
16690,55422.0,Peter Pan Collection
39939,449462.0,Super Troopers Collection
39282,,
993,,
11979,217704.0,The Vampire Chronicles
25006,124879.0,State Property Collection
23479,,
66946,,
19050,,
108266,,
108267,,
15999,122952.0,Vampire Hunter D Collection
13225,19160.0,FernGully Collection
7219,133923.0,Zombi Collection
26200,108669.0,Get Smart Collection
38147,,
24032,,
425,8354.0,Ice Age Collection
1576,17255.0,Resident Evil Collection
17804,456980.0,The Paleface Collection
31805,135441.0,Road to Collection
13861,135441.0,Road to Collection
29021,135441.0,Road to Collection
31812,135441.0,Road to Collection
28213,104068.0,Tales of the Four Seasons
12705,87220.0,Smokey and the Bandit Collection
11006,87220.0,Smokey and the Bandit Collection
15120,87220.0,Smokey and the Bandit Collection
16026,112537.0,Sällskapsresorna
36586,735.0,Blade Collection
11452,43220.0,National Lampoon’s Van Wilder Collection
11590,261526.0,Slap Shot Collection
8346,389767.0,My Big Fat Greek Wedding Collection
307,,
15482,,
45878,,
12154,107688.0,3 Men Collection
11630,107688.0,3 Men Collection
9334,,
11470,9735.0,Friday the 13th Collection
5203,,
557,556.0,Spider-Man Collection
12227,178654.0,White Fang Collection
43643,178654.0,White Fang Collection
1894,10.0,Star Wars Collection
15417,168182.0,Philo & Clyde Collection
4614,192492.0,The Jack Ryan Collection
2501,31562.0,The Bourne Collection
9637,86860.0,Scooby-Doo Collection
14774,33071.0,Cheech & Chong Collection
11544,97461.0,Lilo & Stitch Collection
11982,,
21972,,
608,86055.0,Men In Black Collection
11442,91361.0,Halloween Collection
10996,99727.0,Stuart Little Collection
818,1006.0,Austin Powers Collection
24130,,
36645,113635.0,The Modesty Blaise Collection
23728,,
9488,86486.0,Spy Kids Collection
7451,52785.0,xXx Collection
34070,,
9266,,
15070,117777.0,Undisputed Collection
11243,,
19975,,
9595,52988.0,Hot Shots! Collection
24038,,
3127,123720.0,Frankenstein (Hammer Series)
10859,,
10611,176097.0,Barbershop Collection
4108,9518.0,The Transporter Collection
18943,330555.0,Ernest Collection
32685,330555.0,Ernest Collection
18477,267922.0,The Hills Have Eyes (Original) Collection
12262,267922.0,The Hills Have Eyes (Original) Collection
9533,9743.0,The Hannibal Lecter Anthology
10575,277739.0,"Heaven, Hell and Purgatory Collection"
1682,374509.0,Godzilla (Showa) Collection
39462,374509.0,Godzilla (Showa) Collection
18983,374509.0,Godzilla (Showa) Collection
24348,173344.0,Qatsi Collection
82545,,
34600,330555.0,Ernest Collection
39128,330555.0,Ernest Collection
