id_x,name,id_pelicula
49325,Parkes+MacDonald Image Nation,36764
7405,Dimension Films,15060
5,Columbia Pictures,14711
5752,Sony Pictures Entertainment,5677
12,New Line Cinema,15105
595,Eric's Boy,15268
598,Team Todd,13207
15888,Moving Pictures,14853
52943,Gratitude International,15159
11865,Twentieth Century-Fox Productions,42818
306,Twentieth Century Fox Film Corporation,43873
7405,Dimension Films,43146
5,Columbia Pictures,18781
333,Original Film,80314
497,Revolution Studios,16353
157,SVT Drama,15472
5402,Easy Film,30155
5403,Nordisk Film & TV Fond,31273
5405,Roy Andersson Filmproduktion AB,16258
23,Imagine Entertainment,9841
24,Mikona Productions GmbH & Co. KG,31132
33,Universal Pictures,13804
65082,Shutt/Jones Productions,35022
14,Miramax Films,45965
421,Amen Ra Films,45882
3959,Nelvana,15092
306,Twentieth Century Fox Film Corporation,38872
10399,Cinetel Films,2080
1314,Hammer Film Productions,13475
9195,Touchstone Pictures,38464
10531,Silver Screen Partners II,11160
8411,Metro-Goldwyn-Mayer (MGM),15384
356,TF1 Films Productions,17124
972,Current Entertainment,17532
5358,Canal+,13448
6896,EuropaCorp,534
9195,Touchstone Pictures,18360
10282,Silver Screen Partners IV,8211
8830,Touchwood Pacific Partners 1,8429
9195,Touchstone Pictures,21832
6429,Castle Hill Productions,14003
20716,VTC,15588
15459,Blood Relations Co.,28677
33,Universal Pictures,18785
8411,Metro-Goldwyn-Mayer (MGM),37024
14,Miramax Films,34300
932,Mirage Enterprises,58018
1972,X-Filme Creative Pool,14451
882,Toho Company,18061
882,Toho Company,27085
882,Toho Company,19508
3582,Jewell Enterprises Inc.,75015
16644,IRE Productions,8373
16645,Santa Fe Institute for Regional Education,8355
78455,Canon Productions,37021
5,Columbia Pictures,47104
365,Nelson Entertainment,18901
1314,Hammer Film Productions,14728
7855,B.R.C. Produzione S.r.l.,16911
9232,Tecisa,767
1242,Reteitalia,10353
1701,Dania Film,9592
2185,National Cinematografica,23964
14799,Filmes International,53868
27,DreamWorks SKG,21407
6363,BenderSpink,14869
49325,Parkes+MacDonald Image Nation,17134
14,Miramax Films,50719
4596,Qatsi Productions,17285
16644,IRE Productions,15137
16645,Santa Fe Institute for Regional Education,37047
12,New Line Cinema,13797
17611,Sean S. Cunningham Films,677
4,Paramount Pictures,685
3978,Robert Stigwood Organization (RSO),92011
4,Paramount Pictures,18759
6804,"Zespól Filmowy ""X""",15641
12838,Film Polski,26914
664,City Film,35203
13549,Golan-Globus Productions,24150
16414,The Cannon Group,5060
16014,F.O.D. Productions,15809
16014,F.O.D. Productions,18120
16014,F.O.D. Productions,17618
16014,F.O.D. Productions,19912
16015,K-Network,22794
1763,Europa Film,17455
3221,Sveriges Television (SVT),12699
7968,Drakfilm,23827
17609,Triangelfilm,44685
25967,AB Ri-Film,71041
7025,Westdeutscher Rundfunk (WDR),22804
29165,Rialto Film,22821
33352,Trio Film,32834
4,Paramount Pictures,70555
541,Famous Players Ltd,85715
4952,Canadian Film Development Corporation (CFDC),105077
36778,Secret Films,18239
7331,Brouwersgracht Investments,1284
7332,Chako Film Company,25716
4,Paramount Pictures,15400
746,MTV Films,23951
6328,Dickhouse Productions,37190
90661,Lynch Siderow Productions,129417
441,Columbia Pictures Corporation,19995
1482,Famous Artists Productions,10528
2,Walt Disney Pictures,13988
889,Outlaw Productions,23398
12626,Boxing Cat Films,26123
1403,Franchise Pictures,148536
3287,Screen Gems,33613
436,1492 Pictures,20551
437,Heyday films,26961
6194,Warner Bros.,81895
3226,Cloud Ten Pictures,21521
9,Gaumont,25602
3823,TF1 Films Production,2395
6962,CNC,17911
9,Gaumont,13382
3823,TF1 Films Production,13358
6962,CNC,15255
441,Columbia Pictures Corporation,51429
23808,Price Entertainment,13522
494,AVCO Embassy Pictures,33395
4952,Canadian Film Development Corporation (CFDC),42137
6160,Filmplan,40724
6161,Victor Solnicki Productions,24253
306,Twentieth Century Fox Film Corporation,15324
7576,Eon Productions,32657
12,New Line Cinema,27561
318,CTB Film Company,15357
2009,Maipo Film- og TV Produksjon,18489
17794,Cinemagic Pictures,23023
2912,Diamond Films,10664
79,Village Roadshow Pictures,28739
172,NPV Entertainment,12155
6194,Warner Bros.,20618
11391,Tribeca Productions,16763
14719,Baltimore Spring Creek Pictures,59719
48638,Face Productions,29426
1829,"Zespól Filmowy ""Kadr""",31723
235,Nordisk Film,5753
6181,Svensk Filmindustri (SF),32688
8222,Nordisk Tonefilm,42342
10626,Papphammar Produktion,23048
9,Gaumont,10191
7961,Gaumont International,22582
28766,Production Marcel Dassault,28510
12616,Guerilla High Productions,33421
13031,Anit Film,21467
4,Paramount Pictures,109572
11,WingNut Films,10469
12,New Line Cinema,18823
5237,The Saul Zaentz Company,23483
5,Columbia Pictures,16686
20743,Imagine Films Entertainment,15973
5,Columbia Pictures,13417
23,Imagine Entertainment,22488
60,United Artists,15323
2216,Helkon Media AG,33217
15546,Cine Groupe,20478
91006,Das Werk Productions,17960
185,Pandora Cinema,129689
5367,Gaylord Films,33501
19342,Parallel Entertainment,36325
12,New Line Cinema,21036
3169,Zide-Perry Productions,37169
14345,Cinemabrain,42476
14346,Japan Video Distribution (JVD) Co. Ltd.,64651
14347,Melsat Inc.,23104
14348,Ryu Murakami Office,64576
249,Société Nouvelle de Cinématographie,10138
235,Nordisk Film,4180
6181,Svensk Filmindustri (SF),125271
7446,Svenska Filminstitutet (SFI),23437
8222,Nordisk Tonefilm,37565
10626,Papphammar Produktion,261538
10627,Prodekta AB,253232
1627,Maran Film,26962
11626,Tango Film,30913
16814,Süddeutscher Rundfunk (SDR),37786
29165,Rialto Film,10241
33352,Trio Film,38318
67081,Laura Film,13058
60,United Artists,34480
1582,Titan Productions,10193
6407,Blake Edwards,48636
23534,Amjo Productions,41142
23541,Lakeline Productions Ltd.,10192
10720,City Films,38780
20464,Rose Films,51138
49131,Thunder Associates,40819
158,Spyglass Entertainment,24021
9195,Touchstone Pictures,208478
58262,Birnbaum / Barber Productions,39129
58263,Jackie Chan Films Limited,34851
58264,All Knight Productions,20352
2,Walt Disney Pictures,38365
3475,Walt Disney Television Animation,16304
3476,Walt Disney Animation Australia,35019
5391,DisneyToon Studios,31203
477,Hughes Entertainment,37472
3592,Warner Bros. Family Entertainment,45322
6194,Warner Bros.,28426
60,United Artists,27578
12,New Line Cinema,43593
48772,Hard Eight Pictures,16346
3066,High Road,42194
1194,Kadokawa Shoten Publishing Co. Ltd.,31443
1195,Omega Project,28609
1728,Sandrews,38358
306,Twentieth Century Fox Film Corporation,14158
306,Twentieth Century Fox Film Corporation,40663
5975,Yleisradio (YLE),23631
1632,Lionsgate,41233
10370,Spectacle Entertainment Group,206145
306,Twentieth Century Fox Film Corporation,40264
431,Donners' Company,28938
9168,Bad Hat Harry Productions,35791
19551,Marvel Enterprises,45162
79026,XM2 Productions,33909
79027,XF2 Canada Productions,39691
5,Columbia Pictures,41486
497,Revolution Studios,41482
1302,Davis Entertainment,59581
559,TriStar Pictures,43933
4110,Cannon Films,46812
8411,Metro-Goldwyn-Mayer (MGM),14088
13549,Golan-Globus Productions,16290
4,Paramount Pictures,39312
44730,Embassy Pictures,42941
79,Village Roadshow Pictures,39514
172,NPV Entertainment,11389
375,Heineken Branded Entertainment,4729
1885,Silver Pictures,41436
6194,Warner Bros.,38234
732,Mate Producciones S.A.,11391
34231,4 Kids Entertainment,41439
33,Universal Pictures,49953
158,Spyglass Entertainment,61755
159,Shady Acres Entertainment,79591
160,Pit Bull Productions,48466
3,Pixar Animation Studios,114444
491,Summit Entertainment,12444
506,Newmarket Capital Group,38757
508,Regency Enterprises,44687
5755,Constantin Film Produktion,110115
24211,Stan Winston Studio,26769
24212,Media Cooperation One,14463
53350,DCP Wrong Turn Productions,24837
24,Mikona Productions GmbH & Co. KG,10140
33,Universal Pictures,28155
333,Original Film,48395
26281,Ardustry Entertainment,43919
4,Paramount Pictures,50241
599,Solar Productions,20526
44730,Embassy Pictures,49684
3070,Cinema Center Films,54178
5538,Sandy Howard Productions,40649
12,New Line Cinema,15740
2348,Nickelodeon Movies,13246
24955,Paramount Animation,39451
1314,Hammer Film Productions,1361
284,DNA Films,48748
10889,British Film Council,42323
5,Columbia Pictures,54430
4022,Wonderland Sound and Vision,23508
10239,Tall Trees Productions,30914
19813,Flower Films (II),56402
2308,Type A Films,43209
2527,Marc Platt Productions,45284
8411,Metro-Goldwyn-Mayer (MGM),29670
5,Columbia Pictures,31654
763,Intermedia Films,46787
6194,Warner Bros.,63578
7340,C-2 Pictures,22843
19116,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,43947
23636,Mostow/Lieberman Productions,60213
2,Walt Disney Pictures,54293
130,Jerry Bruckheimer Films,117258
441,Columbia Pictures Corporation,12536
10288,Don Simpson/Jerry Bruckheimer Films,46441
33,Universal Pictures,92332
694,StudioCanal,20993
4,Paramount Pictures,58764
657,Toho-Towa,27582
762,Mutual Film Company,60290
840,Lawrence Gordon Productions,60221
3324,British Broadcasting Corporation (BBC),9706
14362,October Pictures,22620
19105,Eidos Interactive,53358
7405,Dimension Films,47533
60,United Artists,47931
36248,Levy-Gardner-Laven,15362
4255,Kings Road Entertainment,38322
60,United Artists,103751
36248,Levy-Gardner-Laven,45715
33,Universal Pictures,11406
3169,Zide-Perry Productions,16140
7161,LivePlanet,49018
52942,Loumolo & Co.,20329
333,Original Film,13190
441,Columbia Pictures Corporation,60307
11728,Camelot Pictures,10408
20033,Chris Lee Productions,83651
20034,Illusion Entertainment,31408
614,Vanguard Films,31402
12,New Line Cinema,46523
371,Cecchi Gori Group Tiger Cinematografica,29920
1565,Avery Pix,23521
17611,Sean S. Cunningham Films,41446
21783,Crystal Lake Entertainment,46195
50102,WTC Productions,10195
53063,Yannix Technology Corporation,56780
368,Splendid Pictures,48415
4000,Maverick Films,42709
8411,Metro-Goldwyn-Mayer (MGM),9511
8807,Dylan Sellers Productions,51497
12027,Madacy Entertainment,32654
33,Universal Pictures,46849
3851,No Frills Film Production,39410
60,United Artists,1679
23533,Mirisch G-E Productions,1865
60,United Artists,45243
23534,Amjo Productions,23116
2257,Cracking the Earth Films,3107
2141,Kaleidoscope Entertainment,42506
2142,Trial by Fire Films,51170
60,United Artists,76171
70,American Zoetrope,49444
738,Myriad Pictures,49538
53348,Jeepers Creepers II,50507
1181,Telespan 2000,55763
1183,Impala,15766
35,Lions Gate Films,55761
2763,Tonic Films,56272
22953,Down Home Entertainment,13378
22954,Cabin Pictures,35688
22955,Black Sky Entertainment,38356
22956,Deer Path Films,18928
441,Columbia Pictures Corporation,55754
7405,Dimension Films,61546
10807,Troublemaker Studios,148314
2521,Golden Harvest Company,55756
2521,Golden Harvest Company,55759
2521,Golden Harvest Company,73884
3618,Film Workshop,51540
2482,Dead Films,49013
2483,Laurel Entertainment,45690
5822,Toei,96105
126,Lakeshore Entertainment,68029
7733,Laurinfilm,71982
7734,Subterranean Productions LLC,16900
7735,Subterranean Productions UK Ltd.,12445
7736,Underworld Produktions GmbH,1771
15,Lama Films,59115
91,Lama Productions,58897
93095,Israel Cable Programming (ICP),59566
3432,National Lampoon Productions,54540
2303,Villealfa Filmproduction Oy,28039
33,Universal Pictures,13931
8816,Northern Lights Entertainment,41513
33,Universal Pictures,67636
8816,Northern Lights Entertainment,51765
5106,Copperheart Entertainment,12819
1,Lucasfilm,141055
33,Universal Pictures,45839
1062,Boll Kino Beteiligungs GmbH & Co. KG,51620
1063,Brightlight Pictures,63943
1064,Herold Productions,61791
8068,Mindfire Entertainment,56832
14,Miramax Films,55779
59,A Band Apart,55465
39121,Super Cool ManChu,38774
12,New Line Cinema,29484
1633,Next Entertainment,62385
2481,Platinum Dunes,56288
10146,Focus Features,58151
14718,Radar Pictures,21786
53404,Chainsaw Productions LLC,52015
7405,Dimension Films,20441
10958,Brad Grey Pictures,40016
10217,Walt Disney Feature Animation,73358
3405,Mediacorp Raintree Pictures,69798
5346,Applause Pictures,72914
1314,Hammer Film Productions,36236
1988,Epic Productions,76684
52,Film Polski Film Agency,38543
6804,"Zespól Filmowy ""X""",24428
33,Universal Pictures,60935
33,Universal Pictures,75969
79,Village Roadshow Pictures,10005
172,NPV Entertainment,52297
1885,Silver Pictures,85766
6194,Warner Bros.,72571
5842,Sandollar Productions,3966
9195,Touchstone Pictures,58233
5,Columbia Pictures,56122
14722,Triptych Pictures,27769
71989,Dimension Films (US version),94336
33,Universal Pictures,80607
467,Renaissance Pictures,64328
118,Det Danske Filminstitut,50619
850,Eurimages,70590
8799,Alicéléo,15157
4630,Amicus Productions,74135
5740,Metromedia Producers Corporation,25834
60,United Artists,28118
8791,Sherwood Productions,11625
2333,Lamb Bear Entertainment,9369
23,Imagine Entertainment,9642
33,Universal Pictures,65759
3032,Nippon Shuppan Hanbai (Nippan) K.K.,76163
3656,GAGA,13396
5073,WoWow,46020
11538,AM Associates,70160
11539,Kobi Co.,49026
11540,MF Pictures,49040
3975,Wolfkill,58574
60,United Artists,42450
92221,Mirisch Films Limited,30245
4063,Trimark Pictures,56292
53,Les Films du Carrosse,55301
64,Les Productions Artistes Associés,24833
33,Universal Pictures,74523
2527,Marc Platt Productions,62837
41963,NuAmerica Entertainment,57353
11,WingNut Films,52520
12,New Line Cinema,74997
306,Twentieth Century Fox Film Corporation,71670
3929,Robert Simonds Productions,93164
357,Vía Digital,58704
3631,Filmax,57809
7956,Castelao Producciones,85317
14332,Fantastic Factory (Filmax),50698
1879,White Mountain Films,48492
441,Columbia Pictures Corporation,65086
12,New Line Cinema,72545
816,FilmEngine,53174
817,Katalyst Films,29564
6363,BenderSpink,74471
12200,Province of British Columbia Production Services Tax Credit,71676
8411,Metro-Goldwyn-Mayer (MGM),52454
61194,Fragmighty,71672
61195,Transom Films,77076
61197,Valenti Entertainment,18705
9266,American International Pictures (AIP),38674
20227,Power Productions,74387
9266,American International Pictures (AIP),64688
20227,Power Productions,79221
1444,Cannon Group,35435
13549,Golan-Globus Productions,44734
38215,Cannon Productions,57165
14,Miramax Films,26881
35,Lions Gate Films,10679
2188,Artisan Entertainment,71552
2253,Lawrence Bender Productions,94329
22879,Havana Nights LLC,28912
368,Splendid Pictures,36228
4000,Maverick Films,85052
8411,Metro-Goldwyn-Mayer (MGM),74534
8807,Dylan Sellers Productions,86416
12027,Madacy Entertainment,61410
748,Mosaic Media Group,67660
6194,Warner Bros.,15135
76,Zentropa Entertainments,13486
119,Danmarks Radio (DR),84177
320,Trollhättan Film AB,61979
321,Memfis Film,73517
591,France 3 Cinéma,14400
3221,Sveriges Television (SVT),41154
5975,Yleisradio (YLE),58595
6916,Arte France Cinéma,27646
7777,Slot Machine,70981
11239,Liberator Productions,111440
12023,Nederlandse Programma Stichting (NPS),61125
12045,Isabella Films B.V.,85435
12390,WDR / Arte,80321
17513,Film i Väst,65421
30268,Pain Unlimited GmbH Filmproduktion,43337
53873,Something Else B.V.,39144
53874,Sigma Films,39145
53875,Zoma Films Ltd.,22855
53879,Norsk TV2 AS,55215
5,Columbia Pictures,116776
497,Revolution Studios,39100
552,Dark Horse Entertainment,13313
840,Lawrence Gordon Productions,39101
21497,Starlite Films,13761
4,Paramount Pictures,72105
35,Lions Gate Films,77930
1171,Epsilon Motion Pictures,39103
11345,Stillking Films,24752
13923,Sobini Films,39104
8411,Metro-Goldwyn-Mayer (MGM),34433
10227,Mandeville Films,1930
10339,WWE Studios,39105
13816,Hyde Park Entertainment,23823
23938,Burke/Samples/Foster Productions,57800
23940,Cub Eight Productions,25913
890,Cheyenne Enterprises,59706
1403,Franchise Pictures,84165
8848,MHF Zweite Academy Film,44251
23787,Eclipse Catering,39106
51771,Nine Yards Two Productions,39107
51772,Nine Yards Productions,14863
638,Laurel Group,56909
83715,Dawn Associates,39108
5409,Bing Crosby Productions,39323
14,Miramax Films,34125
59,A Band Apart,16130
39121,Super Cool ManChu,80410
4,Paramount Pictures,39324
1756,Broadway Video,68143
89094,M.G. Films,18443
33,Universal Pictures,13676
11345,Stillking Films,37724
19643,"Sommers Company, The",20106
8109,Zentropa,36996
1630,Dream Entertainment,82650
7576,Eon Productions,14128
7576,Eon Productions,71668
427,PSO International,83660
67984,TaliaFilm II Productions,114150
67985,Woodcote,85341
2181,Babylonian Productions,26505
5730,Turner Network Television (TNT),15895
559,TriStar Pictures,28218
1445,Golan-Globus,71679
6,RKO Radio Pictures,85339
1262,Film Trust S.A.,20069
1263,Este Films,55723
1240,Film Bangkok,84348
7663,BEC-TERO Entertainment,82675
559,TriStar Pictures,17165
11134,Iguana Producciones,10089
11407,Baltimore Pictures,77269
11409,Sniper Productions,82507
2181,Babylonian Productions,76492
5730,Turner Network Television (TNT),16387
2181,Babylonian Productions,33390
5730,Turner Network Television (TNT),33391
2181,Babylonian Productions,40709
5730,Turner Network Television (TNT),134371
8411,Metro-Goldwyn-Mayer (MGM),40075
8411,Metro-Goldwyn-Mayer (MGM),72391
8411,Metro-Goldwyn-Mayer (MGM),105210
8411,Metro-Goldwyn-Mayer (MGM),57089
8411,Metro-Goldwyn-Mayer (MGM),80280
736,Little Shark Entertainment GmbH,117691
3359,Eastern Productions,99770
3852,MCA/Universal Pictures,116167
3853,Stampede Entertainment,82990
3853,Stampede Entertainment,121823
3854,Universal Family and Home Entertainment,94348
1314,Hammer Film Productions,61012
20772,The Cheerleaders Company,149763
9255,Toei Company,164753
9255,Toei Company,82690
1314,Hammer Film Productions,1997-08-20
441,Columbia Pictures Corporation,74545
6181,Svensk Filmindustri (SF),97430
6181,Svensk Filmindustri (SF),35683
6181,Svensk Filmindustri (SF),32694
11492,The Foundation,19139
5552,Media Asia Films,65851
1212,Empire Pictures,78049
13085,Altar Productions,12594
1950,New World Pictures,123025
6194,Warner Bros.,50620
165,Steen Herdel Filmproduktion,85446
1444,Cannon Group,70584
8411,Metro-Goldwyn-Mayer (MGM),19274
76,Zentropa Entertainments,13679
2342,Cino del Duca,94380
10563,Critérion Film,49522
10795,CEI Incom,125504
18908,Central Cinema Company Film (CCC),18741
2765,Blurco,93289
9155,Tokyo Movie Shinsha (TMS),25539
3052,Troma Entertainment,10044
14750,Portrait Films,18707
27,DreamWorks SKG,10275
520,Pacific Data Images (PDI),37030
521,DreamWorks Animation,37032
436,1492 Pictures,49051
437,Heyday films,10620
6194,Warner Bros.,117629
7154,One Race Films,37653
14718,Radar Pictures,19099
306,Twentieth Century Fox Film Corporation,28733
1302,Davis Entertainment,75780
11749,Twentieth Century Fox Animation,42532
6194,Warner Bros.,64876
306,Twentieth Century Fox Film Corporation,94352
306,Twentieth Century Fox Film Corporation,139455
8735,Kathbur Pictures,28751
5316,Fanfare Films,55952
14149,American International Productions,57597
17863,Otis Productions,95511
5070,Shôchiku Eiga,44244
7040,Ninjin Club,41592
622,Toho Film (Eiga) Co. Ltd.,134597
882,Toho Company,127533
70472,Toho Eizo Co.,33303
514,Silver Screen Partners,34905
559,TriStar Pictures,100450
3078,HBO Pictures,31022
3166,Walt Disney Productions,76617
1950,New World Pictures,147405
11142,Cinema Group Ventures,139038
95337,New Pictures Group,142061
60,United Artists,115223
10257,Jewel Productions,88557
10258,Pimlico Films,31046
23537,Sellers-Edwards productions,30347
189,ARP Sélection,26114
1074,Cofimage 9,43263
3823,TF1 Films Production,59238
5358,Canal+,110148
6896,EuropaCorp,100183
79076,Studio Image 4,97353
1075,Europa Corp,26005
8411,Metro-Goldwyn-Mayer (MGM),24925
5,Columbia Pictures,156717
326,Laura Ziskin Productions,44450
19551,Marvel Enterprises,19336
97,Castle Rock Entertainment,33301
98,Detour Film Production,50076
11509,Warner Independent Pictures (WIP),150202
10105,Apatow Productions,13648
5367,Gaylord Films,87436
6194,Warner Bros.,36244
8807,Dylan Sellers Productions,133121
46051,Clifford Werber Productions,98567
4581,Dovzhenko Film Studios,53031
12617,Belarusfilm,47964
19356,"PRF ""Zespol Filmowy""",56991
33,Universal Pictures,122857
862,The Kennedy/Marshall Company,132344
7384,Hypnotic,114478
11346,Motion Picture THETA Produktionsgesellschaft,36096
11347,Ludlum Entertainment,170657
219,The Mirisch Corporation,28090
11579,The Mirisch Production Company,56508
11579,The Mirisch Production Company,146203
33,Universal Pictures,72559
33,Universal Pictures,9834
33,Universal Pictures,49519
13,Universal Studios,26883
6141,Century 21 Television,31131
52451,Associated Television (Overseas) Limited,117263
6141,Century 21 Television,17501
15641,Associated Television International,18843
5632,Milky Way Image Company,28067
12,New Line Cinema,127544
2,Walt Disney Pictures,25516
248,Impact Pictures,4258
264,Studio Babelsberg,80384
306,Twentieth Century Fox Film Corporation,76589
1302,Davis Entertainment,68721
11345,Stillking Films,38453
19747,Brandywine Productions,32100
19828,Lonlink Productions,66209
19829,Kut Productions,26693
19834,Inside Track Films,36917
19835,Charenton Productions Limited,56763
76043,Revolution Sun Studios,149961
4,Paramount Pictures,11119
2609,De Line Pictures,54138
10210,Morgan Creek Productions,42601
36452,Dominion Productions,458
33,Universal Pictures,109439
3287,Screen Gems,82992
3803,Middle Fork Productions,197467
12,New Line Cinema,197481
2770,Allied Film Production,100493
1432,Republic Pictures,75656
8634,Meridian Productions,56500
17951,Paragon Arts International,49521
248,Impact Pictures,158015
53530,Constantin Film Ltd.,52034
3052,Troma Entertainment,105965
16636,Shapiro-Glickenhaus Entertainment,62211
16636,Shapiro-Glickenhaus Entertainment,80518
118,Det Danske Filminstitut,68726
93114,Elementfilm A/S,177271
6194,Warner Bros.,72190
17069,Larco Productions,41586
768,Ghost House Pictures,59584
829,Vertigo Entertainment,199687
830,Senator International,93456
4154,Colombia Pictures,44909
4710,Fellah Pictures,30654
35,Lions Gate Films,82447
2061,Twisted Pictures,24935
23019,Evolution Entertainment,159117
55405,Saw Productions Inc.,24939
2,Walt Disney Pictures,45875
3,Pixar Animation Studios,205321
134,Rogue Pictures,24646
14,Miramax Films,149085
33,Universal Pictures,183011
5870,Studio Canal,138843
10163,Working Title Films,51481
11357,Atlantic Television,174322
11358,Little Bird,76170
2,Walt Disney Pictures,146216
130,Jerry Bruckheimer Films,19593
831,Saturn Films,47404
19097,Junction Entertainment,19154
4,Paramount Pictures,102234
2348,Nickelodeon Movies,76285
8921,United Plankton Pictures,77931
79,Village Roadshow Pictures,23535
129,Section Eight,201676
2596,Jerry Weintraub Productions,30143
6194,Warner Bros.,147276
12202,WV Films III,21683
12,New Line Cinema,39027
421,Amen Ra Films,50346
8851,Shawn Danielle Productions Ltd.,61954
11321,Imaginary Forces,138832
19551,Marvel Enterprises,109418
42209,Peter Frankfurt Productions,59859
8411,Metro-Goldwyn-Mayer (MGM),87421
8411,Metro-Goldwyn-Mayer (MGM),151960
8411,Metro-Goldwyn-Mayer (MGM),54266
8922,Turner Entertainment,59589
33,Universal Pictures,24631
8411,Metro-Goldwyn-Mayer (MGM),15440
6,RKO Radio Pictures,56937
33,Universal Pictures,21708
2159,Hal Roach Studios,24789
4217,War activities committee of the motion pictures industry,52017
6,RKO Radio Pictures,52021
5120,Mosfilm,54768
26497,TsOKS,52022
4,Paramount Pictures,27712
5409,Bing Crosby Productions,61716
14069,Hope Enterprises,134756
33449,Films du Palais Royal,27651
47820,Andre Paulve Film,207768
8411,Metro-Goldwyn-Mayer (MGM),91586
4,Paramount Pictures,195757
882,Toho Company,129734
882,Toho Company,220714
882,Toho Company,81996
5070,Shôchiku Eiga,24331
5070,Shôchiku Eiga,33305
7040,Ninjin Club,167032
7046,Paris Film,1803
9387,Cineriz,109451
21078,Interopa Film,51985
516,Seven Arts Productions,119893
1314,Hammer Film Productions,106747
5850,Belvision,38273
5851,Dargaud Films,64078
5850,Belvision,64076
5851,Dargaud Films,18167
1314,Hammer Film Productions,39468
1314,Hammer Film Productions,39264
881,Daiei Studios,29941
4241,West Film,36214
1314,Hammer Film Productions,39466
6181,Svensk Filmindustri (SF),64077
9266,American International Pictures (AIP),36212
1314,Hammer Film Productions,36247
9,Gaumont,208134
1147,Madeleine Films,19658
17873,Les Productions de la Guéville,76338
3038,Katsu Production Co. Ltd.,39469
3038,Katsu Production Co. Ltd.,12636
218,Rafran Cinematografica,146304
1639,Les Films Jacques Leitienne,41498
3602,Rialto Film Preben-Philipsen,176983
12726,Alcinter,13293
5409,Bing Crosby Productions,101299
4765,Trinacra Films,57158
10496,Orphée Productions,204435
15489,Halicki Productions,109445
17953,Comedian Intl Enterprise Productions (C.I.E.),31297
5851,Dargaud Films,21930
7963,Les Productions René Goscinny,16692
7964,Studios Idéfix,16693
4765,Trinacra Films,134366
306,Twentieth Century Fox Film Corporation,75629
5120,Mosfilm,214597
3790,Toei Tokyo,22899
2166,ABC Circle Films,16985
9228,Dan Curtis Productions,18510
9266,American International Pictures (AIP),18511
688,Rankin/Bass Productions,107916
4765,Trinacra Films,54283
6447,Ragewar Productions,43967
2863,Gen Productions,18624
1,Lucasfilm,40897
775,Korty Films,54265
559,TriStar Pictures,54272
12296,Sullivan Entertainment,54274
5851,Dargaud Films,54273
7961,Gaumont International,20986
7963,Les Productions René Goscinny,23452
1641,Rodeo Productions,18269
5462,Aries Cinematográfica Argentina,209232
4746,DACFILM Rome,54275
1,Lucasfilm,21410
657,Toho-Towa,54276
3106,Bo Ho Film Company Ltd.,109443
6379,Golden Harvest Company Ltd.,40342
3054,Golden Way Films Ltd.,180894
3055,Paragon Films Ltd.,21138
7961,Gaumont International,74626
7962,Gutenberghus,11039
938,First Floor Features,233063
76530,Cinema City Company Limited,229974
1950,New World Pictures,54277
11459,Kanoon,17478
11460,The Institute for the Intellectual Development of Children & Young Adults,252385
13660,Cinema City,195269
13660,Cinema City,58061
8182,Studio DEEN,84152
5552,Media Asia Films,227348
69112,Theatre Of Material,13632
1648,Gladden Entertainment,126963
87594,Triana Films,39102
11459,Kanoon,206408
11460,The Institute for the Intellectual Development of Children & Young Adults,39148
119,Danmarks Radio (DR),38189
321,Memfis Film,113594
12474,J&M Entertainment,168530
1444,Cannon Group,137094
11513,International Movie Service S.r.l.,157350
6949,Mandarin Films Distribution Co,21072
4063,Trimark Pictures,217993
72479,Anglo-American Film Corporation,34131
79,Village Roadshow Pictures,92647
1302,Davis Entertainment,236399
19047,Fortress Films,21435
4063,Trimark Pictures,177888
14,Miramax Films,54278
288,BBC Films,54279
224,Wega Film,26947
2521,Golden Harvest Company,14028
23480,Wong Jing's Workshop,137106
467,Renaissance Pictures,97020
6194,Warner Bros.,58427
10210,Morgan Creek Productions,249397
285,Live Entertainment,118513
11061,Motion Picture Corporation of America (MPCA),20756
648,Sony Music Entertainment Japan,120143
5397,Group TAC,41109
7220,Capcom,141614
223,Les Films du Losange,246320
5358,Canal+,67793
16366,La Sept Cinéma,60160
95472,Sofilmka,14872
22289,Moonstone Entertainment,21474
6180,Filmteknik,48707
706,Sputnik Oy,19325
20987,Balboa Entertainment,21379
6782,Moviola Film och Television AB,18224
8267,TV4 Sweden AB,24756
17809,Yellow Cottage,22259
2,Walt Disney Pictures,201414
3476,Walt Disney Animation Australia,53182
5391,DisneyToon Studios,204349
59,A Band Apart,196024
7405,Dimension Films,241968
11705,Los Hooligans Productions,58767
59,A Band Apart,228202
7405,Dimension Films,203217
11705,Los Hooligans Productions,236737
1026,CARTEL S.A.,160162
1027,Rocabruno S.A.,192577
8109,Zentropa,42552
191,Senator Film Produktion,100402
5011,Becker & Häberle Filmproduktion GmbH,227783
8465,Traumwerk Filmproduktion GmbH,204668
429,DC Comics,12685
2785,Warner Bros. Animation,17456
2106,Saban Entertainment,31329
11232,Fox Family Films,125395
622,Toho Film (Eiga) Co. Ltd.,145220
1087,Aurora Productions,38626
2188,Artisan Entertainment,180299
429,DC Comics,40740
1957,Warner Bros. Television,102382
2785,Warner Bros. Animation,251519
3034,TV Tokyo,47628
3041,Gainax,249660
3466,Movic,172385
5511,SEGA,167575
5542,Toei Animation,184345
