id,NAME
16395,The Three Mothers Collection
5608,
10560,Center Stage Collection
5683,
14906,
9285,Road Trip Collection
955,Mission: Impossible Collection
8584,Shanghai Noon Collection
668,James Bond Collection
691,James Bond Collection
698,James Bond Collection
682,James Bond Collection
9600,
21,The Endless Summer Collection
10911,Navarone Collection
26912,
26278,
26953,Puppet Master Collection
26954,Puppet Master Collection
26956,Puppet Master Collection
26957,Puppet Master Collection
26958,Puppet Master Collection
26959,Puppet Master Collection
26960,Puppet Master Collection
23069,
21299,
38802,
21137,The Decline of Western Civilization Collection
36724,The Decline of Western Civilization Collection
938,The Man With No Name Collection
10648,Dirty Harry Collection
10246,
19698,
23919,
26554,
15239,
28165,
28169,
169,Predator Collection
10128,Alien Nation Collection
9659,Mad Max Collection
8810,Mad Max Collection
9355,Mad Max Collection
10068,9½ Weeks Collection
11495,Firestarter Collection
482,Shaft Collection
479,Shaft Collection
9873,F/X Collection
16820,F/X Collection
15379,Missing in Action Collection
12764,Missing in Action Collection
27352,Missing in Action Collection
17897,
16094,
16096,
11822,
494,Shaft Collection
493,Shaft Collection
4247,Scary Movie Collection
36657,X-Men Collection
12599,Pokémon Collection
11940,
12107,The Nutty Professor Collection
9383,Hollow Man Collection
15158,Phantasm Collection
16139,Phantasm Collection
16146,Phantasm Collection
26515,
13567,
20850,"Ilsa, She Wolf of the SS Collection"
8843,The Cell Collection
10643,Godzilla (Millennium) Collection
37136,Naked Gun Collection
37137,Naked Gun Collection
11398,The Art of War Collection
1588,Bring It On Collection
12211,Highlander Collection
1698,
12212,Urban Legend
16,Heart of Gold Collection
9003,Hellraiser Collection
9064,Hellraiser Collection
11569,Hellraiser Collection
26484,
39113,
38126,The Fly (1958 series)
53617,
10973,Creature From The Black Lagoon (Universal Series)
10787,The Invisible Man (Universal Series)
27475,The Slumber Party Massacre Collection
27764,The Slumber Party Massacre Collection
27767,The Slumber Party Massacre Collection
40760,The Sorority House Massacre Collection
40446,The Sorority House Massacre Collection
20455,Digimon Collection
1597,Meet the Parents Collection
21142,
78140,
18498,Ghoulies Collection
28605,Ghoulies Collection
12207,Drunken Master Collection
11531,Blair Witch Collection
4327,
681,James Bond Collection
16340,Rugrats Collection
10481,101 Dalmatians (Live-Action) Collection
146,"Crouching Tiger, Hidden Dragon Collection"
11849,Dungeons & Dragons Collection
708,James Bond Collection
10673,Wall Street Collection
11688,
1493,Miss Congeniality Collection
10577,Dracula 2000 Collection
15739,
9816,
96,Beverly Hills Cop Collection
90,Beverly Hills Cop Collection
19933,
18935,Ernest Collection
764,Evil Dead Collection
580,The Jaws Collection
1547,Lost Boys Collection
10019,Mannequin Collection
37302,Left Behind Collection
843,
9740,The Hannibal Lecter Anthology
19405,Disneys Große Pause
43332,
17965,Dr. Phibes Collection
11454,The Hannibal Lecter Anthology
14052,
16889,
23730,
10054,Spy Kids Collection
2043,Alex Cross Collection
56715,The Visitors Collection
10991,Pokémon Collection
634,Bridget Jones Collection
10956,Joe Dirt Collection
9290,Crocodile Dundee Collection
1734,The Mummy Collection
808,Shrek Collection
1406,City Slickers Collection
41050,Alienation Trilogy
966,The Magnificent Seven Collection
12639,The Magnificent Seven Collection
10865,Atlantis Collection
1995,Tomb Raider Collection
10808,Dr. Dolittle Collection
9799,The Fast and the Furious Collection
60670,The Crimson Rivers Collection
10992,Cats & Dogs Collection
4248,Scary Movie Collection
26483,
24382,Totò Collection
11286,Cannonball Run Collection
11950,Cannonball Run Collection
12236,Cannonball Run Collection
26573,
20075,Cheech & Chong Collection
20197,Cheech & Chong Collection
11906,The Three Mothers Collection
2114,Final Fantasy Collection
8835,Legally Blonde Collection
26044,Arthur Collection
30502,
18509,Caddyshack Collection
3980,Critters Collection
10127,Critters Collection
12702,Critters Collection
10651,Dirty Harry Collection
5680,Elvira Collection
26386,Ernest Collection
38500,The Howling Collection
12144,The Land Before Time Collection
24929,Return of the Living Dead Collection
10925,Return of the Living Dead Collection
13965,
24266,
11966,Short Circuit Collection
2605,Short Circuit Collection
41428,Tetsuo Collection
29095,
12500,American Ninja Collection
25678,American Ninja Collection
25682,American Ninja Collection
32049,Best of the Best Collection
1648,
53150,
10134,Cyborg Collection
15142,
25005,
21721,
10345,K-9 Collection
10222,
9494,
9942,Major League Collection
331,Jurassic Park Collection
19142,Swamp Thing Collection
41946,
10135,
30666,
25155,
11342,Warlock Collection
24126,Warlock Collection
8494,
27813,Basket Case Collection
9880,The Princess Diaries Collection
5175,Rush Hour Collection
4484,
11684,
17169,Philo & Clyde Collection
2770,American Pie Collection
8922,Jeepers Creepers Collection
16314,
18885,
40508,
30379,
35200,
9398,Zoolander Collection
10866,Joy Ride Collection
166,The Party Collection
13612,Cheech & Chong Collection
984,Dirty Harry Collection
141,Darko Collection
585,"Monsters, Inc. Collection"
45964,
671,Harry Potter Collection
16085,
16441,Beastmaster Collection
34388,Harry Palmer Collection
37835,The Exterminator Collection
26398,Caprona Collection
10649,Dirty Harry Collection
27591,Caprona Collection
10650,Dirty Harry Collection
8007,Behind Enemy Lines Collection
161,
1649,
120,The Lord of the Rings Collection
12593,Fritz the Cat Collection
14683,Fritz the Cat Collection
45491,
11595,48 Hrs. Collection
9610,Conan the Barbarian Collection
150,48 Hrs. Collection
11528,
16690,Peter Pan Collection
39939,Super Troopers Collection
39282,
993,
11979,The Vampire Chronicles
25006,State Property Collection
23479,
66946,
19050,
108266,
108267,
15999,Vampire Hunter D Collection
13225,FernGully Collection
7219,Zombi Collection
26200,Get Smart Collection
38147,
24032,
425,Ice Age Collection
1576,Resident Evil Collection
17804,The Paleface Collection
31805,Road to Collection
13861,Road to Collection
29021,Road to Collection
31812,Road to Collection
28213,Tales of the Four Seasons
12705,Smokey and the Bandit Collection
11006,Smokey and the Bandit Collection
15120,Smokey and the Bandit Collection
16026,Sällskapsresorna
36586,Blade Collection
11452,National Lampoon’s Van Wilder Collection
11590,Slap Shot Collection
8346,My Big Fat Greek Wedding Collection
307,
15482,
45878,
12154,3 Men Collection
11630,3 Men Collection
9334,
11470,Friday the 13th Collection
5203,
557,Spider-Man Collection
12227,White Fang Collection
43643,White Fang Collection
1894,Star Wars Collection
15417,Philo & Clyde Collection
4614,The Jack Ryan Collection
2501,The Bourne Collection
9637,Scooby-Doo Collection
14774,Cheech & Chong Collection
11544,Lilo & Stitch Collection
11982,
21972,
608,Men In Black Collection
11442,Halloween Collection
10996,Stuart Little Collection
818,Austin Powers Collection
24130,
36645,The Modesty Blaise Collection
23728,
9488,Spy Kids Collection
7451,xXx Collection
34070,
9266,
15070,Undisputed Collection
11243,
19975,
9595,Hot Shots! Collection
24038,
3127,Frankenstein (Hammer Series)
10859,
10611,Barbershop Collection
4108,The Transporter Collection
18943,Ernest Collection
32685,Ernest Collection
18477,The Hills Have Eyes (Original) Collection
12262,The Hills Have Eyes (Original) Collection
9533,The Hannibal Lecter Anthology
10575,"Heaven, Hell and Purgatory Collection"
1682,Godzilla (Showa) Collection
39462,Godzilla (Showa) Collection
18983,Godzilla (Showa) Collection
24348,Qatsi Collection
82545,
34600,Ernest Collection
39128,Ernest Collection
11868,Dracula (Hammer Series)
10772,Django - Original films
77079,Django - Original films
12600,Pokémon Collection
565,The Ring Collection
21925,Qatsi Collection
10285,Friday the 13th Collection
11009,
10805,
225,
17205,Enter the Ninja Collection
15900,
12237,
15901,
15902,
15904,
97251,
22435,
2264,The BRD Collection
39874,
31646,
9012,Jackass Collection
12208,James Bond Collection
9021,The Santa Clause Collection
10167,Half Past Dead Collection
672,Harry Potter Collection
29229,Left Behind Collection
12716,
12717,
13888,The Blue Lagoon collection
9538,
27997,
36669,James Bond Collection
10426,Friday Collection
20992,
6007,
25239,
14433,Anglo-Zulu War Collection
9932,Analyze Collection
22257,
35343,Jönsson Gang
171,The Party Collection
11564,
20787,
201,Star Trek: The Next Generation Collection
121,The Lord of the Rings Collection
11317,
4032,
31804,Road to Collection
16225,Heavy Metal Collection
23626,
9358,Final Destination Collection
15802,Tokyo Decadence series
11915,Le Gendarme de St. Tropez Collection
29224,Jönsson Gang
2262,The BRD Collection
24830,
9699,The Pink Panther (Original) Collection
23943,Zapped Collection
6038,Shanghai Noon Collection
14873,The Jungle Book Collection
12139,
24883,The Black Stallion Collection
17264,The Black Stallion Collection
10929,
15347,Born Free Trilogy
2671,Ringu Collection
9669,Ringu Collection
42695,I Am Curious Collection
18992,
29912,
7294,
2662,House of 1000 Corpses Collection
36658,X-Men Collection
10708,Daddy Day Camp Collection
17464,
15259,
604,The Matrix Collection
1555,The Klapisch Trilogy
33875,Pokémon Collection
310,Almighty Collection
12,Finding Nemo Collection
9902,Wrong Turn Collection
584,The Fast and the Furious Collection
5921,
14676,
10152,Dumb and Dumber Collection
20694,Rugrats Collection
35669,Dracula (Hammer Series)
170,28 Days/Weeks Later Collection
9471,
10327,Legally Blonde Collection
296,The Terminator Collection
22,Pirates of the Caribbean Collection
8961,Bad Boys Collection
9486,Johnny English Collection
24259,
1996,Tomb Raider Collection
12279,Spy Kids Collection
21882,
24993,
4984,
8273,American Pie Collection
9257,S.W.A.T. Collection
33954,Totò Collection
6466,Friday the 13th Collection
10923,Agent Cody Banks Collection
9362,Tremors Collection
936,The Pink Panther (Original) Collection
12268,The Pink Panther (Original) Collection
7504,Elements Trilogy
513,Elements Trilogy
11351,Jeepers Creepers Collection
2722,Sides of the Bed
11547,The Cabin Fever Collection
1428,Mexico Trilogy
10617,Once Upon a Time in China Collection
10618,Once Upon a Time in China Collection
10619,Once Upon a Time in China Collection
8408,Living Dead Collection
277,Underworld Collection
17614,Yossi Collection
18113,Dorm Daze Collection
11475,
11806,Beethoven Collection
10438,Beethoven Collection
9871,Ginger Snaps Collection
33258,American Graffiti Collection
11059,
24,Kill Bill Collection
9373,Texas Chainsaw (Reboot) Collection
4256,Scary Movie Collection
10009,Brother Bear Collection
10389,The Eye Collection
3117,Frankenstein (Hammer Series)
897,The Apu Collection
224,
27117,Sherlock Holmes (1939 series)
50553,Sherlock Holmes (1939 series)
44383,Sherlock Holmes (1939 series)
605,The Matrix Collection
11846,Father of the Bride Collection
10147,Bad Santa Collection
9556,Darkman Collection
9065,
38939,Tales from the Crypt Collection
860,WarGames Collection
8010,Highlander Collection
951,Kindergarten Cop Collection
3176,Battle Royale Collection
11824,Teen Wolf Collection
1594,The Pink Panther (Original) Collection
11811,Leprechaun Collection (Original Series)
9063,
255,The Adventures of Antoine Doinel
10028,Honey Collection
122,The Lord of the Rings Collection
11007,Cheaper by the Dozen Collection
11429,Re-Animator Collection
5205,Pumping Iron Collection
21779,
1954,The Butterfly Effect Collection
14114,
21301,Barbershop Collection
44539,
18841,
30566,Blacula Collection
42466,Blacula Collection
44674,
9838,Allan Quatermain Collection
10677,Dirty Dancing Collection
17047,Agent Cody Banks Collection
11024,Scooby-Doo Collection
553,
1487,Hellboy Collection
11137,
11358,Walking Tall Collection
2122,The Whole Nine/Ten Yards Collection
923,Living Dead Collection
34082,Road to Collection
393,Kill Bill Collection
10625,
7131,Van Helsing Collection
22137,
10035,100 Girls Collection
20561,
667,James Bond Collection
700,James Bond Collection
36670,James Bond Collection
10940,Babylon 5 Collection
9356,
16113,The Delta Force Collection
25508,Cat People Collection
12310,
39907,Bang Rajan Collection
9545,Sniper Collection
10916,Babylon 5 Collection
10921,Babylon 5 Collection
10941,Babylon 5 Collection
14589,The Thin Man Collection
14594,The Thin Man Collection
14590,The Thin Man Collection
14588,The Thin Man Collection
14595,The Thin Man Collection
1583,Lammbock Collection
17653,The Legend Collection
11069,Tremors Collection
10829,Tremors Collection
31952,Vampire Karnstein (Hammer series)
54396,
40810,
40812,
3075,Frankenstein (Hammer Series)
43096,
11506,Silence of God Trilogy by Ingmar Bergman
29455,Silence of God Trilogy by Ingmar Bergman
11602,Silence of God Trilogy by Ingmar Bergman
42632,The Complete Monterey Pop Festival
10775,Infernal Affairs Collection
15618,Robot Jox Collection
13282,Death Race Original Collection
26268,
250,In China They Eat Dogs Collection
19086,The Delta Force Collection
15824,Per Fly trilogien (Samling)
11315,
5165,Alienation Trilogy
19128,Dr. Mabuse Collection
33560,Teenage Apocalypse Trilogy
15371,Lupin the Third Collection
27601,
17346,
809,Shrek Collection
673,Harry Potter Collection
2789,The Chronicles of Riddick Collection
8920,Garfield Collection
11546,Police Academy Collection
17481,Sherlock Holmes (1939 series)
27118,Sherlock Holmes (1939 series)
9372,
44695,
31217,The Human Condition
38582,Godzilla (Showa) Collection
9542,The Hitcher (1986) Collection
24236,
10606,The Philadelphia Experiment - Collezione
6081,The Pink Panther (Original) Collection
2330,Taxi Collection
2334,Taxi Collection
2202,
558,Spider-Man Collection
80,Before... Collection
8699,Anchorman Collection
11247,Cinderella Story Collection
36627,
2502,The Bourne Collection
12625,The Magnificent Seven Collection
43417,The Magnificent Seven Collection
20408,Sherlock Holmes (1939 series)
18706,Sherlock Holmes (1939 series)
34327,Sherlock Holmes (1939 series)
20417,Sherlock Holmes (1939 series)
35780,Thunderbirds (Animation) Collection
25361,Thunderbirds (Animation) Collection
25536,
11282,Harold & Kumar Collection
11130,The Princess Diaries Collection
395,AVP Collection
10762,Without a Paddle Collection
11026,The Exorcist Collection
36912,
44415,
11237,Anaconda Collection
13559,
24924,Night of the Demons Collection
17994,
1577,Resident Evil Collection
26230,
27816,Basket Case Collection
27815,Basket Case Collection
29445,
28153,
1970,The Grudge Collection
176,Saw Collection
9806,The Incredibles Collection
11249,
9801,Bridget Jones Collection
2059,National Treasure Collection
11836,SpongeBob Collection
163,
36648,Blade Collection
33740,
74719,
77448,
28421,The Invisible Man (Universal Series)
27503,
43149,
27970,The Wolf Man (Universal Series)
23101,Topper Collection
23336,
28436,Cat People Collection
9797,Ivan The Terrible Collection
31980,Road to Collection
4558,
43388,
30801,The Paleface Collection
11402,
31372,Samurai Collection
31374,Samurai Collection
31378,Samurai Collection
34528,The Human Condition
34530,The Human Condition
21135,Alienation Trilogy
17102,Dracula (Hammer Series)
11047,Asterix and Obelix (Animation) Collection
9929,Asterix and Obelix (Animation) Collection
29778,Dracula (Hammer Series)
29748,Dracula (Hammer Series)
70327,Gamera Films
9394,Trinità  Collection
34479,Dracula (Hammer Series)
40732,The Emigrants Collection
18250,Dr. Phibes Collection
33020,Dracula (Hammer Series)
12089,The Tall Blond Man Collection
41471,Lone Wolf and Cub Collection
17810,Lone Wolf and Cub Collection
9474,Nobody Collection
25473,Walking Tall Original Collection
