name,budget,release_date,revenue,title,return,return_dire
Danny Cannon,90000000.0,1995-06-30,113493481.0,Judge Dredd,1.2610386777777778,2.796818218803419
Tom DiCillo,500000.0,1995-01-20,1148752.0,Living in Oblivion,2.297504,2.297504
Kevin Smith,6000000.0,1995-10-20,2122561.0,Mallrats,0.3537601666666666,180.69327696256613
Anthony Waller,2.0,1995-09-28,1.0,Mute Witness,0.5,1.7077483181818185
Irwin Winkler,22000000.0,1995-07-28,110627965.0,The Net,5.028543863636363,5.028543863636363
Daisy von Scherler Mayer,150000.0,1995-06-09,472370.0,Party Girl,3.1491333333333333,3.766592641025641
Gregory Widen,8.0,1995-09-01,16.0,The Prophecy,2.0,2.0
Roland Joffé,50000000.0,1995-10-13,10382407.0,The Scarlet Letter,0.20764814,4.018533592519897
Paul Verhoeven,45000000.0,1995-09-22,20350754.0,Showgirls,0.4522389777777778,20.394810405234256
Wayne Wang,7000000.0,1995-06-09,8349430.0,Smoke,1.1927757142857145,inf
Paul Auster,7000000.0,1995-06-09,8349430.0,Smoke,1.1927757142857145,1.8302757142857145
Kathryn Bigelow,42000000.0,1995-10-13,7959291.0,Strange Days,0.1895069285714285,10.149033363571428
Wesley Strick,14000000.0,1995-09-08,5780000.0,The Tie That Binds,0.4128571428571428,0.4128571428571428
Geoff Murphy,60000000.0,1995-07-13,104324083.0,Under Siege 2: Dark Territory,1.738734716666667,6.405401383333333
Alfonso Aráu,20000000.0,1995-08-11,50012507.0,A Walk in the Clouds,2.50062535,13.33335935
Kevin Reynolds,175000000.0,1995-07-28,264218220.0,Waterworld,1.5098184,15.307014085023042
Desmond Nakano,8000000.0,1995-12-01,0.0,White Man's Burden,0.0,0.0
Nikita Mikhalkov,2800000.0,1994-05-01,2616503.0,Burnt by the Sun,0.9344653571428572,2.818828607142857
Milčo Mančevski,0.0,1994-06-09,763847.0,Before the Rain,inf,inf
Kevin Smith,27000.0,1994-09-13,3151130.0,Clerks,116.70851851851852,180.69327696256613
Jeremy Leven,25000000.0,1994-10-01,22200000.0,Don Juan DeMarco,0.888,0.888
Peter Farrelly,16000000.0,1994-12-16,247275374.0,Dumb and Dumber,15.454710875,57.31433545417289
Bobby Farrelly,16000000.0,1994-12-16,247275374.0,Dumb and Dumber,15.454710875,51.90783745417289
Tim Burton,18000000.0,1994-09-27,5887457.0,Ed Wood,0.3270809444444444,61.21790076693029
Brett Leonard,15000000.0,1995-03-03,12201255.0,Hideaway,0.813417,4.844183666666667
Mark Lewis,0.0,1995-05-12,3992809.0,Gordy,inf,inf
Peter Jackson,5000000.0,1994-09-02,3049135.0,Heavenly Creatures,0.609827,50.50507879859675
Randall Miller,10500000.0,1995-01-06,26325256.0,Houseguest,2.507167238095238,3.4068428380952382
George Lucas,11000000.0,1977-05-25,775398007.0,Star Wars,70.49072790909091,274.77865083544054
Alfonso Cuarón,17000000.0,1995-05-10,0.0,A Little Princess,0.0,23.135475007678814
Claude Chabrol,10000000.0,1994-02-16,0.0,L'Enfer,0.0,inf
Alfonso Aráu,2000000.0,1992-04-16,21665468.0,Like Water for Chocolate,10.832734,13.33335935
Glenn Gordon Caron,60000000.0,1994-10-21,0.0,Love Affair,0.0,inf
Stephen Gyllenhaal,17000000.0,1995-03-17,7603766.0,Losing Isaiah,0.4472803529411764,inf
Marc Rocco,0.0,1995-01-20,17381942.0,Murder in the First,inf,inf
Vadim Jean,4800000.0,1994-04-22,0.0,Beyond Bedlam,0.0,0.0
Oliver Stone,34000000.0,1994-08-25,50282766.0,Natural Born Killers,1.4789048823529412,58.012846160040326
Wolfgang Petersen,50000000.0,1995-03-10,189859560.0,Outbreak,3.7971912,26.27115616493404
Quentin Tarantino,8000000.0,1994-09-10,213928762.0,Pulp Fiction,26.74109525,67.79752920242424
Sam Raimi,32000000.0,1995-02-09,18552460.0,The Quick and the Dead,0.579764375,109.25059223613546
Luis Llosa,45000000.0,1994-10-07,170362582.0,The Specialist,3.785835155555556,inf
Roland Emmerich,55000000.0,1994-10-27,196567262.0,Stargate,3.5739502181818184,34.333261797402486
John Pasquin,22000000.0,1994-11-10,189833357.0,The Santa Clause,8.628788954545454,8.628788954545454
Frank Darabont,25000000.0,1994-09-23,28341469.0,The Shawshank Redemption,1.13365876,9.567302065555555
Kevin Dowling,32.0,1994-07-12,0.0,The Sum of Us,0.0,0.0
Geoff Burton,32.0,1994-07-12,0.0,The Sum of Us,0.0,0.0
Rachel Talalay,25000000.0,1995-03-31,4064495.0,Tank Girl,0.1625798,3.3327646181818182
David Carson,38000000.0,1994-11-17,120000000.0,Star Trek: Generations,3.1578947368421053,3.1578947368421053
Steven Soderbergh,6500000.0,1995-04-28,0.0,The Underneath,0.0,58.155829214768836
Brett Leonard,30000000.0,1995-08-04,24048000.0,Virtuosity,0.8016,4.844183666666667
Jon Turteltaub,17000000.0,1995-04-21,182057016.0,While You Were Sleeping,10.709236235294116,40.82243339572452
Mina Shum,0.0,1994-09-07,759393.0,Double Happiness,inf,inf
P.J. Hogan,3000000.0,1994-09-29,15119639.0,Muriel's Wedding,5.039879666666667,16.843964272719298
Tom Shadyac,15000000.0,1994-02-04,107217396.0,Ace Ventura: Pet Detective,7.1478264,28.222976361626984
Roman Polanski,5000000.0,1992-09-02,1862805.0,Bitter Moon,0.372561,inf
Alex Proyas,15000000.0,1994-05-11,94000000.0,The Crow,6.266666666666667,14.352929203492064
Robert Zemeckis,55000000.0,1994-07-06,677945399.0,Forrest Gump,12.326279981818182,87.21900134631704
Ray Müller,0.0,1993-09-11,449707.0,"The Wonderful, Horrible Life of Leni Riefenstahl",inf,inf
Roger Allers,45000000.0,1994-06-23,788241776.0,The Lion King,17.516483911111113,19.83776658169935
Rob Minkoff,45000000.0,1994-06-23,788241776.0,The Lion King,17.516483911111113,28.051055393987976
Bernardo Bertolucci,35000000.0,1993-12-01,4858139.0,Little Buddha,0.1388039714285714,32.057442824182196
Chuck Russell,23000000.0,1994-07-29,351583407.0,The Mask,15.286235086956522,29.857490370114416
Ben Stiller,11500000.0,1994-02-18,20079850.0,Reality Bites,1.7460739130434784,11.358624296446559
John Dahl,8000000.0,1993-07-08,2000000.0,Red Rock West,0.25,4.487119061231884
Jan de Bont,30000000.0,1994-06-09,350448145.0,Speed,11.681604833333331,20.871757173436304
James Cameron,115000000.0,1994-07-14,378882411.0,True Lies,3.2946296608695653,54.23441585285314
Suri Krishnamma,0.0,1994-12-22,953.0,A Man of No Importance,inf,inf
Keenen Ivory Wayans,10000000.0,1994-11-23,29392418.0,A Low Down Dirty Shame,2.9392418,25.353913597045896
Russ Meyer,45000.0,1965-08-06,0.0,"Faster, Pussycat! Kill! Kill!",0.0,98.08612440191388
Doug McHenry,7000000.0,1994-09-28,20851521.0,Jason's Lyric,2.9787887142857143,2.9787887142857143
Steven E. de Souza,35000000.0,1994-12-22,99423521.0,Street Fighter,2.8406720285714284,2.8406720285714284
Andrew Morahan,26000000.0,1994-11-29,36800000.0,Highlander: The Final Dimension,1.4153846153846157,1.4153846153846157
Whit Stillman,3200000.0,1994-07-29,0.0,Barcelona,0.0,4.672189333333334
Bill Forsyth,40000000.0,1994-05-06,0.0,Being Human,0.0,inf
John Landis,50000000.0,1994-05-24,119208989.0,Beverly Hills Cop III,2.38417978,76.84479224323937
Robert De Niro,22000000.0,1993-09-14,17287898.0,A Bronx Tale,0.7858135454545454,1.490620192513369
Adam Resnick,0.0,1994-01-07,3662459.0,Cabin Boy,inf,inf
Brian De Palma,30000000.0,1993-11-10,36516012.0,Carlito's Way,1.2172004,inf
Renny Harlin,70000000.0,1993-05-28,255000211.0,Cliffhanger,3.642860157142857,28.61361529101027
Richard Rush,40000000.0,1994-08-19,19726050.0,Color of Night,0.49315125,inf
Marco Brambilla,57000000.0,1993-10-08,159055768.0,Demolition Man,2.7904520701754385,2.7904520701754385
Simon Wincer,20000000.0,1993-07-16,153698625.0,Free Willy,7.68493125,inf
Oliver Stone,33000000.0,1993-12-24,0.0,Heaven & Earth,0.0,58.012846160040326
Joel Coen,30000000.0,1994-03-11,0.0,The Hudsucker Proxy,0.0,51.08999520953326
James L. Brooks,40000000.0,1994-02-04,0.0,I'll Do Anything,0.0,9.9396217325
Wolfgang Petersen,40000000.0,1993-07-08,176997168.0,In the Line of Fire,4.4249292,26.27115616493404
Matty Rich,0.0,1994-04-22,8880705.0,The Inkwell,inf,inf
Steven Spielberg,63000000.0,1993-06-11,920100000.0,Jurassic Park,14.604761904761904,309.9980864877447
Dominic Sena,9000000.0,1993-09-01,2395231.0,Kalifornia,0.2661367777777778,6.851333411111111
Roger Avary,1500000.0,1993-10-01,418961.0,Killing Zoe,0.2793073333333333,0.2793073333333333
John McTiernan,85000000.0,1993-06-18,137298489.0,Last Action Hero,1.6152763411764706,26.639190684093137
Albert Hughes,3500000.0,1993-05-26,27900000.0,Menace II Society,7.9714285714285715,12.06550736607143
Allen Hughes,3500000.0,1993-05-26,27900000.0,Menace II Society,7.9714285714285715,12.96491019260204
Stuart Baird,55000000.0,1996-03-15,121969216.0,Executive Decision,2.217622109090909,5.045625959090909
Christopher Cain,12000000.0,1994-07-18,15826984.0,The Next Karate Kid,1.3189153333333334,inf
Martin Campbell,20000000.0,1994-04-29,15340000.0,No Escape,0.767,20.277274946780096
Sally Potter,4000000.0,1992-09-01,0.0,Orlando,0.0,inf
Stuart Orme,0.0,1994-10-21,8638072.0,The Puppet Masters,inf,inf
Ted Demme,11000000.0,1994-03-09,11439193.0,The Ref,1.0399266363636364,3.5281035743353346
Fred Dekker,22000000.0,1993-04-17,10696210.0,RoboCop 3,0.4861913636363636,0.800357196969697
Mel Brooks,20000000.0,1993-07-28,35739755.0,Robin Hood: Men in Tights,1.78698775,92.25524606212723
Peter Medak,11500000.0,1993-09-13,3275585.0,Romeo Is Bleeding,0.2848334782608696,inf
Victor Nunez,800000.0,1993-10-08,1001437.0,Ruby in Paradise,1.25179625,1.25179625
David Anspaugh,12000000.0,1993-09-17,22750363.0,Rudy,1.8958635833333333,5.074477361111111
Steven Spielberg,22000000.0,1993-11-29,321365567.0,Schindler's List,14.607525772727271,309.9980864877447
John Waters,13000000.0,1994-04-13,7820688.0,Serial Mom,0.6015913846153846,501.4806881785548
Russell Mulcahy,25000000.0,1994-07-01,48063435.0,The Shadow,1.9225374,6.258606452525252
Ridley Scott,28000000.0,1982-06-25,33139618.0,Blade Runner,1.1835577857142856,53.87598968127727
Thomas Schlamme,20000000.0,1993-07-30,11585483.0,So I Married an Axe Murderer,0.57927415,0.57927415
Rowdy Herrington,30.0,1993-09-17,0.0,Striking Distance,0.0,inf
Annabel Jankel,48000000.0,1993-05-28,20915465.0,Super Mario Bros.,0.4357388541666667,inf
Rocky Morton,48000000.0,1993-05-28,20915465.0,Super Mario Bros.,0.4357388541666667,inf
Ernest R. Dickerson,7400000.0,1994-04-15,7690013.0,Surviving the Game,1.039190945945946,8.679044239279278
Deran Sarafian,50000000.0,1994-09-23,16478900.0,Terminal Velocity,0.329578,4.54294975
Henry Selick,18000000.0,1993-10-09,75634409.0,The Nightmare Before Christmas,4.201911611111111,7.111731032514619
George P. Cosmatos,25000000.0,1993-12-25,56505065.0,Tombstone,2.2602026,inf
Joe Johnston,27000000.0,1994-11-23,13670688.0,The Pagemaster,0.5063217777777778,20.679023729121866
Pixote Hunt,27000000.0,1994-11-23,13670688.0,The Pagemaster,0.5063217777777778,1.6422539027777778
Maurice Hunt,27000000.0,1994-11-23,13670688.0,The Pagemaster,0.5063217777777778,0.5063217777777778
David O. Russell,200000.0,1994-01-15,0.0,Spanking the Monkey,0.0,25.046973089761906
Michael Austin,0.0,1994-09-16,3021629.0,Princess Caraboo,inf,inf
Ron Clements,28000000.0,1992-11-25,504050219.0,Aladdin,18.001793535714285,36.904235195462185
John Musker,28000000.0,1992-11-25,504050219.0,Aladdin,18.001793535714285,36.904235195462185
James Cameron,100000000.0,1991-07-01,520000000.0,Terminator 2: Judgment Day,5.2,54.23441585285314
Kevin Costner,22000000.0,1990-11-09,424208848.0,Dances with Wolves,19.28222036363636,22.606925243181813
Tim Burton,35000000.0,1989-06-23,411348924.0,Batman,11.7528264,61.21790076693029
David Hand,1488423.0,1937-12-20,184925486.0,Snow White and the Seven Dwarfs,124.24256142239136,472.4963861064792
Gary Trousdale,25000000.0,1991-11-13,377350553.0,Beauty and the Beast,15.09402212,17.645858338333333
Kirk Wise,25000000.0,1991-11-13,377350553.0,Beauty and the Beast,15.09402212,17.645858338333333
Ben Sharpsteen,2600000.0,1940-02-23,84300000.0,Pinocchio,32.42307692307692,70.93737992195342
Joel Coen,7000000.0,1996-04-05,60611975.0,Fargo,8.65885357142857,51.08999520953326
Gerald Potterton,9300000.0,1981-08-07,0.0,Heavy Metal,0.0,0.0
Kevin Yagher,4000000.0,1996-03-08,16675000.0,Hellraiser: Bloodline,4.16875,4.16875
Matt Reeves,8000000.0,1996-05-03,0.0,The Pallbearer,0.0,14.651708862678017
Anna Campion,500000.0,1996-04-12,0.0,Loaded,0.0,0.0
Wolfgang Reitherman,4000000.0,1970-12-23,55675257.0,The Aristocats,13.91881425,196.7274937166667
Paul Sabella,0.0,1996-03-29,8620678.0,All Dogs Go to Heaven 2,inf,inf
Larry Leker,0.0,1996-03-29,8620678.0,All Dogs Go to Heaven 2,inf,inf
Jonathan R. Betuel,33500000.0,1995-12-14,0.0,Theodore Rex,0.0,inf
Spike Lee,12000000.0,1996-03-22,4939939.0,Girl 6,0.4116615833333333,20.658114708437118
Brian De Palma,80000000.0,1996-05-22,457696359.0,Mission: Impossible,5.7212044875,inf
Rob Cohen,57000000.0,1996-05-31,115267375.0,DragonHeart,2.022234649122807,37.41854496147397
Henry Selick,38000000.0,1996-04-12,28921264.0,James and the Giant Peach,0.7610858947368421,7.111731032514619
Emir Kusturica,14000000.0,1995-04-11,0.0,Underground,0.0,0.0
Alan Mehrez,0.0,1996-03-01,684351.0,Bloodsport II,inf,inf
Joe Pytka,80000000.0,1996-11-15,250200000.0,Space Jam,3.1275,3.1275
Roger Vadim,9000000.0,1968-10-10,2500000.0,Barbarella,0.2777777777777778,0.2777777777777778
Jean-Claude Van Damme,30000000.0,1996-04-19,57400547.0,The Quest,1.9133515666666667,11.7113549
George Scribner,31000000.0,1988-11-18,74151346.0,Oliver & Company,2.3919789032258065,2.3919789032258065
Alan Shapiro,25530000.0,1996-05-17,20080020.0,Flipper,0.7865264394829612,3.0547591061496275
Jean-Paul Rappeneau,35000000.0,1995-09-20,15000000.0,The Horseman on the Roof,0.4285714285714285,0.4285714285714285
Harold Ramis,45000000.0,1996-07-19,0.0,Multiplicity,0.0,22.461642327968036
Larry Cohen,4800000.0,1996-05-10,3014000.0,Original Gangstas,0.6279166666666667,0.6279166666666667
Michael Bay,75000000.0,1996-06-06,335062621.0,The Rock,4.467501613333333,50.89889329762483
Michele Soavi,4000000.0,1994-03-25,0.0,Cemetery Man,0.0,0.0
Jan de Bont,92000000.0,1996-05-10,494471524.0,Twister,5.374690478260869,20.871757173436304
Rick Friedberg,18000000.0,1996-05-24,0.0,Spy Hard,0.0,0.0
Stanley Kubrick,1800000.0,1964-01-29,9440272.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,5.244595555555556,42.853880512195204
Simon Wincer,45000000.0,1996-06-06,17300889.0,The Phantom,0.3844642,inf
Andrew Bergman,50000000.0,1996-06-28,113309743.0,Striptease,2.26619486,2.3496197488888892
Robby Henson,50.0,1995-01-01,0.0,Pharaoh's  Army,0.0,0.0
Scott Winant,1000000.0,1997-05-30,0.0,Til There Was You,0.0,0.0
Roland Emmerich,75000000.0,1996-06-25,816969268.0,Independence Day,10.892923573333332,34.333261797402486
Gary Trousdale,100000000.0,1996-06-21,100138851.0,The Hunchback of Notre Dame,1.00138851,17.645858338333333
Kirk Wise,100000000.0,1996-06-21,100138851.0,The Hunchback of Notre Dame,1.00138851,17.645858338333333
Ben Stiller,47000000.0,1996-06-10,102825796.0,The Cable Guy,2.187782893617021,11.358624296446559
Bobby Farrelly,27000000.0,1996-07-04,25023434.0,Kingpin,0.9267938518518518,51.90783745417289
Peter Farrelly,27000000.0,1996-07-04,25023434.0,Kingpin,0.9267938518518518,57.31433545417289
Chuck Russell,100000000.0,1996-06-21,242295562.0,Eraser,2.42295562,29.857490370114416
Tom Shadyac,54000000.0,1996-06-26,128769345.0,The Nutty Professor,2.3846175,28.222976361626984
Rob Cohen,80000000.0,1996-12-06,159212469.0,Daylight,1.9901558625,37.41854496147397
Peter Jackson,30000000.0,1996-07-18,29359216.0,The Frighteners,0.9786405333333332,50.50507879859675
John Sayles,5000000.0,1996-06-21,13269963.0,Lone Star,2.6539926,3.3238079750000002
Bronwen Hughes,12000000.0,1996-07-10,0.0,Harriet the Spy,0.0,inf
Jon Turteltaub,32000000.0,1996-07-05,152036382.0,Phenomenon,4.7511369375,40.82243339572452
Edward Burns,3500000.0,1996-08-26,9482579.0,She's the One,2.7093082857142856,inf
Fraser Clarke Heston,23000000.0,1996-08-14,0.0,Alaska,0.0,0.0
Kevin Hooks,25000000.0,1996-07-19,17193231.0,Fled,0.68772924,inf
Howard Franklin,30000000.0,1996-10-31,0.0,Larger Than Life,0.0,0.0
John Payson,13000000.0,1996-07-26,4619014.0,Joe's Apartment,0.3553087692307692,0.3553087692307692
Hugh Wilson,26000000.0,1996-09-20,116400000.0,The First Wives Club,4.476923076923077,38.16490413247863
Danny DeVito,36000000.0,1996-08-02,33459416.0,Matilda,0.9294282222222222,5.549336740079365
Douglas McGrath,6000000.0,1996-08-02,22231658.0,Emma,3.705276333333333,5.066819137820512
Tim Pope,13000000.0,1996-08-29,17917287.0,The Crow: City of Angels,1.378252846153846,1.378252846153846
Gilbert Adler,15000000.0,1996-08-16,5600000.0,Bordello of Blood,0.3733333333333333,0.3733333333333333
Lee David Zlotoff,6000000.0,1996-08-23,12643776.0,The Spitfire Grill,2.107296,2.107296
Rolf de Heer,200000.0,1991-06-02,300000.0,Dingo,1.5,1.65
Lisa Krueger,500000.0,1996-01-22,431326.0,Manny & Lo,0.862652,0.862652
Gillies MacKinnon,1850000.0,1996-04-05,0.0,Small Faces,0.0,inf
Lana Wachowski,4500000.0,1996-09-13,7011317.0,Bound,1.5580704444444444,19.78025192809746
Lilly Wachowski,4500000.0,1996-09-13,7011317.0,Bound,1.5580704444444444,19.78025192809746
Christopher Cain,53000000.0,1997-05-30,0.0,Gone Fishin',0.0,inf
Richard Stanley,40000000.0,1996-08-23,49627779.0,The Island of Dr. Moreau,1.240694475,5.059996475
David Koepp,8000000.0,1996-08-30,0.0,The Trigger Effect,0.0,5.478998686904761
Ernest R. Dickerson,25000000.0,1996-09-06,22611954.0,Bulletproof,0.90447816,8.679044239279278
Sam Wood,3000000.0,1943-07-12,0.0,For Whom the Bell Tolls,0.0,0.0
Gene Kelly,2540800.0,1952-04-10,7200000.0,Singin' in the Rain,2.8337531486146097,4.217423940281276
Vincente Minnelli,2723903.0,1951-08-08,4500000.0,An American in Paris,1.6520412070473875,4.877367794423629
Alfred Hitchcock,2479000.0,1958-05-09,28000000.0,Vertigo,11.294876966518755,162.43677970252807
Alfred Hitchcock,1000000.0,1954-08-01,36764313.0,Rear Window,36.764313,162.43677970252807
Frank Capra,325000.0,1934-02-22,4500000.0,It Happened One Night,13.846153846153848,29.52236289531054
George Cukor,2068000.0,1944-05-04,0.0,Gaslight,0.0,5.5842414945637024
Mark Sandrich,520000.0,1934-10-12,0.0,The Gay Divorcee,0.0,5.257799671592775
Alfred Hitchcock,4000000.0,1959-07-07,13275000.0,North by Northwest,3.31875,162.43677970252807
Billy Wilder,3000000.0,1960-06-15,25000000.0,The Apartment,8.333333333333334,42.419664904744934
Billy Wilder,2883848.0,1959-03-18,25000000.0,Some Like It Hot,8.668972844615944,42.419664904744934
Michael Curtiz,878000.0,1942-11-26,10462500.0,Casablanca,11.916287015945333,23.034724646385126
George Cukor,17000000.0,1964-10-21,72070731.0,My Fair Lady,4.239454764705882,5.5842414945637024
Billy Wilder,2238813.0,1954-09-28,10000000.0,Sabrina,4.466652641377372,42.419664904744934
William Wyler,1500000.0,1953-09-02,12000000.0,Roman Holiday,8.0,42.830117095238094
Victor Fleming,2777000.0,1939-08-15,33754967.0,The Wizard of Oz,12.15519157364062,114.2407985200624
Victor Fleming,4000000.0,1939-12-15,400176459.0,Gone with the Wind,100.04411475,114.2407985200624
Billy Wilder,1752000.0,1950-08-10,5000000.0,Sunset Boulevard,2.853881278538813,42.419664904744934
Orson Welles,839727.0,1941-04-30,23217674.0,Citizen Kane,27.64907404430249,30.3601295328429
Stanley Kubrick,10500000.0,1968-04-10,68700000.0,2001: A Space Odyssey,6.542857142857143,42.853880512195204
Joseph L. Mankiewicz,1400000.0,1950-11-09,63463.0,All About Eve,0.0453307142857142,2.3271883392254535
George Cukor,1688000.0,1939-01-01,2270000.0,The Women,1.34478672985782,5.5842414945637024
Alfred Hitchcock,1288000.0,1940-04-12,6000000.0,Rebecca,4.658385093167702,162.43677970252807
Alfred Hitchcock,2000000.0,1946-08-15,24464742.0,Notorious,12.232371,162.43677970252807
Alfred Hitchcock,1500000.0,1945-12-28,7000000.0,Spellbound,4.666666666666667,162.43677970252807
Alfred Hitchcock,2500000.0,1955-08-03,8750000.0,To Catch a Thief,3.5,162.43677970252807
Ernst Lubitsch,1365000.0,1939-10-06,2279000.0,Ninotchka,1.6695970695970697,1.6695970695970697
Michael Curtiz,2033000.0,1938-05-13,3981000.0,The Adventures of Robin Hood,1.958189867191343,23.034724646385126
William Keighley,2033000.0,1938-05-13,3981000.0,The Adventures of Robin Hood,1.958189867191343,1.958189867191343
Otto Preminger,1020000.0,1944-10-11,2000000.0,Laura,1.96078431372549,7.39828431372549
Frank Capra,4000000.0,1937-09-01,0.0,Lost Horizon,0.0,29.52236289531054
Mark Sandrich,609000.0,1935-09-06,3202000.0,Top Hat,5.257799671592775,5.257799671592775
George Stevens,5400000.0,1956-10-10,35000000.0,Giant,6.481481481481482,16.64129828075695
Elia Kazan,1.0,1955-03-09,5.0,East of Eden,5.0,23.893894993894996
W.S. Van Dyke,226408.0,1934-05-25,1423000.0,The Thin Man,6.285113600226141,10.341267446379987
Michael Anderson,6000000.0,1956-10-17,42000000.0,Around the World in Eighty Days,7.0,12.230753444444444
Frank Capra,3180000.0,1946-12-20,9644124.0,It's a Wonderful Life,3.032743396226415,29.52236289531054
